NO. ,FECHA ,YEAR,MONTH,TEMP,SEASON,ADUANA,NOMADUANA,TIPOOPERACION,NOMTIPOOPERACION,PUERTOEMB,GLOSAPUERTOEMB,REGIONORIGEN,GLOSAREGION,TIPOCARGA,NOMTIPOCARGA,VIATRANSP,NOMVIATRANSP,PUERTODESEMB,GLOSAPUERTOEMB,PAISDESTINO,GLOSAPAISDESTINO,PAIS,NOMBRECIATRANSP,PAISCIATRANSP,MONEDA,GLOSAMONEDA,MODALIDADVENTA,GLOSAMODALIDADVENTA,CLAUSULAVENTA,GLOSACLAUSULAVENTA,FORMAPAGO,CLAUFORMAPAGO,VALORCLAUSULAVENTA,COMISIONEXTERIOR,OTROSGASTOS,VALORLIQUIDORETORNO,TOTALITEM,TOTALBULTOS,PESOBRUTOTOTAL,TOTALVALORFOB,VALORFLETE,VALORSEGURO,VALORCIF,NUMEROITEM,NOMBRE,CODIGOARANCEL,GLOSAARANCEL,UNIDADMEDIDA,CANTIDADMERCANCIA,FOBUNITARIO,FOBUS,PESOBRUTOITEM
672,12/12/2017,2017,12,2017-2018,2017,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,1,CIF,1,COB1,34331,0,5593.92,28737.08,1,80,738,28737.08,5086.52,507.4,34331,1,sin-codigo      ~ langostas de juan fernandez ~ imp. exp. ecolife-f ~ jasus fro ntalis ~ vivas,3063120,Langosta viva,6,603,47.656849,28737.08,738
673,2/2/2017,2017,2,2016-2017,2016,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,411,Shangai,336,China,China,Air France,505,13,Dólar,1,Firme,2,CFR,1,COB1,59417,0,7524,51893,1,127,1254,51893,7524,0,0,1,sin-codigo      ~ langostas de juan fernandez ~ costa viva-f ~ jasus frontalis~ vivas,3063120,Langosta viva,6,935.7,55.459015,51893,1254
674,2/2/2017,2017,2,2016-2017,2016,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,411,Shangai,336,China,China,Air France,505,13,Dólar,1,Firme,2,CFR,1,COB1,70714,0,10620,60094,1,143,1367,60094,10620,0,0,1,sin-codigo      ~ langostas de juan fernandez ~ costa viva-f ~ jasus frontalis~ vivas,3063120,Langosta viva,6,1113.6,53.963721,60094,1367
675,2/2/2017,2017,2,2016-2017,2016,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,411,Shangai,336,China,China,Air France,505,13,Dólar,1,Firme,2,CFR,1,COB1,66827,0,10620,56207,1,143,1310,56207,10620,0,0,1,sin-codigo      ~ langostas de juan fernandez ~ costa viva-f ~ jasus frontalis~ vivas,3063120,Langosta viva,6,1052.4,53.4084,56207,1310
676,2/11/2017,2017,2,2016-2017,2016,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,28147,0,4504,23643,2,74,716,23643,4504,0,0,1,sin-codigo       ~ langostas vivas ~ comercial salacia spa.-f ~ jasus frontalis ~ calibre 600 - up gramos ~v ivas ~ para consumo humano,3063120,Langosta viva,6,370.67,52.809669,19574.96,494
677,2/14/2017,2017,2,2016-2017,2016,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,K.L.M.,515,13,Dólar,1,Firme,2,CFR,1,COB1,92340,0,12946.44,79393.56,1,216,2048,79393.56,12946.44,0,0,1,sin-codigo       ~ langostas vivas ~ exportadoracpn seafood ltda..-f ~ jasus frontalis ~ calibre 600 - up gramos ~ vivas ~ para consumoh umano,3063120,Langosta viva,6,1620,49.00837,79393.56,2048
678,2/14/2017,2017,2,2016-2017,2016,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,K.L.M.,515,13,Dólar,1,Firme,2,CFR,1,COB1,92340,0,13216.48,79123.52,1,216,2091,79123.52,13216.48,0,0,1,sin-codigo       ~ langostas vivas ~ exportadoracpn seafood ltda..-f ~ jasus frontalis ~ calibre 600 - up gr amos ~ vivas ~ para consumohu mano,3063120,Langosta viva,6,1620,48.841679,79123.52,2091
679,2/16/2017,2017,2,2016-2017,2016,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,K.L.M.,515,13,Dólar,1,Firme,2,CFR,1,COB1,92340,0,13122.28,79217.72,1,216,2076,79217.72,13122.28,0,0,1,sin-codigo       ~ langostas vivas ~ exportadoracpn seafood ltda..-f ~ jasus frontalis ~ calibre 600 - up gramos ~ vivas ~ para consumoh umano,3063120,Langosta viva,6,1620,48.899827,79217.72,2076
680,2/16/2017,2017,2,2016-2017,2016,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Iberia,517,13,Dólar,1,Firme,2,CFR,1,COB1,32946,0,3949,28997,1,77,740,28997,3949,0,0,1,sin-codigo       ~ langostas vivas ~ exportadoracpn seafood ltda..-f ~ jasus frontalis ~ calibre 600 - up gramos ~ vivas ~ para consumoh umano,3063120,Langosta viva,6,578,50.16782,28997,740
681,2/16/2017,2017,2,2016-2017,2016,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Iberia,517,13,Dólar,1,Firme,2,CFR,1,COB1,28842,0,3482.6,25359.4,1,68,652,25359.4,3482.6,0,0,1,sin-codigo       ~ langostas vivas ~ exportadoracpn seafood ltda..-f ~ jasus frontalis ~ calibre 600 - up gramos ~ vivas ~ para consumoh umano,3063120,Langosta viva,6,506,50.117391,25359.4,652
682,2/16/2017,2017,2,2016-2017,2016,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Iberia,517,13,Dólar,1,Firme,2,CFR,1,COB1,32946,0,4002,28944,1,77,750,28944,4002,0,0,1,sin-codigo       ~ langostas vivas ~ exportadoracpn seafood ltda..-f ~ jasus frontalis ~ calibre 600 - up gr amos ~ vivas ~ para consumohu mano,3063120,Langosta viva,6,578,50.076125,28944,750
683,2/17/2017,2017,2,2016-2017,2016,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,60761.25,0,9381,51380.25,1,64,1325.7,51380.25,9381,0,0,1,sin-codigo      ~ langostas de juan fernandez ~ exp. san clemente-f ~ jasus fro ntalis ~ vivas,3063120,Langosta viva,6,1104.75,46.508486,51380.25,1325.7
684,2/17/2017,2017,2,2016-2017,2016,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,1,CIF,1,COB1,34178.34,0,5744.74,28433.6,1,80,766,28433.6,5239.64,505.1,34178.34,1,sin-codigo      ~ langostas de juan fernandez ~ imp. exp. ecolife-f ~ jasus fro ntalis ~ vivas,3063120,Langosta viva,6,599.62,47.419366,28433.6,766
685,2/26/2017,2017,2,2016-2017,2016,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,14861,0,3574.2,11286.8,2,34,442,11286.8,3574.2,0,0,1,sin-codigo       ~ langostas vivas ~ comercial salacia spa.-f ~ jasus frontalis ~ calibre 600 - up gramos ~v ivas ~ para consumo humano,3063120,Langosta viva,6,158.92,44.048767,7000.23,199
686,2/27/2017,2017,2,2016-2017,2016,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,57585,0,9381,48204,1,64,1256.4,48204,9381,0,0,1,sin-codigo      ~ langostas de juan fernandez ~ exp. san clemente-f ~ jasus fro ntalis ~ vivas,3063120,Langosta viva,6,1047,46.040115,48204,1256.4
687,3/2/2017,2017,3,2016-2017,2016,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,1,CIF,1,COB1,34327.11,0,5701.16,28625.95,1,80,759,28625.95,5193.86,507.3,34327.11,1,sin-codigo      ~ langostas de juan fernandez ~ imp. exp. ecolife-f ~ jasus fro ntalis ~ vivas,3063120,Langosta viva,6,602.23,47.533251,28625.95,759
688,3/6/2017,2017,3,2016-2017,2016,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,120,Port Carties,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,2,COBRANZA,12300,0,2654,9646,1,26,260,9646,2654,0,0,1,03063120        ~ langostas jasus frontalis~ vivas~ v&s -f,3063120,Langosta viva,6,200,48.23,9646,260
689,3/8/2017,2017,3,2016-2017,2016,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,411,Shangai,336,China,China,Air France,505,13,Dólar,1,Firme,2,CFR,1,COB1,36617.38,0,10620,25997.38,1,137,1294,25997.38,10620,0,0,1,sin-codigo      ~ langostas de juan fernandez ~ costa viva-f ~ jasus frontalis~ vivas,3063120,Langosta viva,6,1058,24.572193,25997.38,1294
690,3/8/2017,2017,3,2016-2017,2016,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,11660,0,2961.6,8698.4,2,31,364,8698.4,2961.6,0,0,1,sin-codigo       ~ langostas vivas ~ comercial salacia spa.-f ~ jasus frontali  s ~ calibre 600 - up gramos  ~  v ivas ~ para consumo huma  no,3063120,Langosta viva,6,165.51,41.075041,6798.33,222
691,3/9/2017,2017,3,2016-2017,2016,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,411,Shangai,336,China,China,Air France,505,13,Dólar,1,Firme,2,CFR,1,COB1,39222.9,0,10620,28602.9,1,121,1135,28602.9,10620,0,0,1,sin-codigo      ~ langostas de juan fernandez ~ costa viva-f ~ jasus frontalis~ vivas,3063120,Langosta viva,6,914.5,31.277091,28602.9,1135
692,3/9/2017,2017,3,2016-2017,2016,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,1,CIF,1,COB1,34695.9,0,5896.22,28799.68,1,80,788,28799.68,5383.52,512.7,34695.9,1,sin-codigo      ~ langostas de juan fernandez ~ imp. exp. ecolife-f ~ jasus fro ntalis ~ vivas,3063120,Langosta viva,6,608.7,47.313422,28799.68,788
693,3/16/2017,2017,3,2016-2017,2016,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,30360,0,4874.94,25485.06,1,32,662.4,25485.06,4874.94,0,0,1,sin-codigo      ~ langostas de juan fernandez ~ exp. san clemente-f ~ jasus fro ntalis ~ vivas,3063120,Langosta viva,6,552,46.168587,25485.06,662.4
694,3/18/2017,2017,3,2016-2017,2016,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Iberia,517,13,Dólar,1,Firme,2,CFR,1,COB1,34776,0,3636.3,31139.7,1,74,681,31139.7,3636.3,0,0,1,sin-codigo        ~  langostas vivas ~ exportadora cpn seafood ltda.-f ~ jasusfrontalis ~ calibre 600-up gra mos ~ vivas ~ para consumo hum ano,3063120,Langosta viva,6,552,56.4125,31139.7,681
695,3/18/2017,2017,3,2016-2017,2016,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,K.L.M.,515,13,Dólar,1,Firme,2,CFR,1,COB1,95580,0,13593.28,81986.72,1,216,2151,81986.72,13593.28,0,0,1,sin-codigo        ~  langostas vivas ~ exportadora cpn seafood ltda.-f ~ jasusfrontalis ~ calibre 600-up gramos ~ vivas ~ para consumo humano,3063120,Langosta viva,6,1620,50.609086,81986.72,2151
696,3/24/2017,2017,3,2016-2017,2016,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,1,CIF,1,COB1,32187.9,0,5309.86,26878.04,1,76,704,26878.04,4834.16,475.7,32187.9,1,sin-codigo      ~ langostas de juan fernandez ~ imp. exp. ecolife-f ~ jasus fro ntalis ~ vivas,3063120,Langosta viva,6,564.7,47.597025,26878.04,704
697,3/27/2017,2017,3,2016-2017,2016,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,33660.55,0,5026.56,28633.99,1,32,734.41,28633.99,5026.56,0,0,1,sin-codigo      ~ langostas de juan fernandez ~ exp. san clemente-f ~ jasus fro ntalis ~ vivas,3063120,Langosta viva,6,612.01,46.786801,28633.99,734.41
698,3/27/2017,2017,3,2016-2017,2016,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,33661.1,0,5023.8,28637.3,1,32,734.42,28637.3,5023.8,0,0,1,sin-codigo      ~ langostas de juan fernandez ~ exp. san clemente-f ~ jasus fro ntalis ~ vivas,3063120,Langosta viva,6,612.02,46.791445,28637.3,734.42
699,4/3/2018,2018,4,2017-2018,2017,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,KLM Cargo,515,13,Dólar,1,Firme,1,CIF,1,COB1,70832,0,9691.48,61140.52,1,140,1312,61140.52,8644.68,1046.8,70832,1,sin-codigo      ~ langostas de juan fernandez ~ ecolife-f ~ jasus frontalis ~ vivas,3063120,Langosta viva,6,1057.2,57.832501,61140.52,1312
700,4/3/2018,2018,4,2017-2018,2017,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,KLM Cargo,515,13,Dólar,1,Firme,1,CIF,1,COB1,34773,0,5221.5,29551.5,1,70,670,29551.5,4707.6,513.9,34773,1,sin-codigo      ~ langostas de juan fernandez ~ ecolife-f ~ jasus frontalis ~ vivas,3063120,Langosta viva,6,519,56.939306,29551.5,670
701,4/10/2018,2018,4,2017-2018,2017,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,33408,0,4798,28610,1,32,691.2,28610,4798,0,0,1,sin-codigo      ~ langostas de juan fernandez ~ exp. san clemente-f~ jasus frontalis ~ vivas,3063120,Langosta viva,6,576,49.670139,28610,691.2
702,4/12/2018,2018,4,2017-2018,2017,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,KLM Cargo,515,13,Dólar,1,Firme,2,CFR,1,COB1,72349.2,0,11065,61284.2,1,140,1344,61284.2,11065,0,0,1,sin-codigo      ~ langosta de juan fernandez ~ costa viva-f ~ jasus frontalis ~ vivas,3063120,Langosta viva,6,1096.2,55.906039,61284.2,1344
703,4/13/2018,2018,4,2017-2018,2017,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,32581.5,0,4798,27783.5,1,32,674.1,27783.5,4798,0,0,1,sin-codigo      ~ langostas de juan fernandez ~ exp. san clemente-f~ jasus frontalis ~ vivas,3063120,Langosta viva,6,561.75,49.458834,27783.5,674.1
704,4/20/2018,2018,4,2017-2018,2017,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,KLM Cargo,515,13,Dólar,1,Firme,1,CIF,1,COB1,34626,0,5122.02,29503.98,1,70,654,29503.98,4610.32,511.7,34626,1,sin-codigo      ~ langostas de juan fernandez ~ ecolife-f ~ jasus frontalis ~ vivas,3063120,Langosta viva,6,516.8,57.089745,29503.98,654
705,4/20/2018,2018,4,2017-2018,2017,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,KLM Cargo,515,13,Dólar,1,Firme,1,CIF,1,COB1,36394,0,5208.92,31185.08,1,70,664,31185.08,4671.12,537.8,36394,1,sin-codigo      ~ langostas de juan fernandez ~ ecolife-f ~ jasus frontalis ~ vivas,3063120,Langosta viva,6,543.2,57.409941,31185.08,664
706,4/20/2018,2018,4,2017-2018,2017,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,KLM Cargo,515,13,Dólar,1,Firme,1,CIF,1,COB1,34853,0,5052.46,29800.54,1,70,642,29800.54,4537.36,515.1,34853,1,sin-codigo      ~ langostas de juan fernandez ~ ecolife-f ~ jasus frontalis ~ vivas,3063120,Langosta viva,6,520.2,57.286697,29800.54,642
707,4/26/2018,2018,4,2017-2018,2017,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,KLM Cargo,515,13,Dólar,1,Firme,2,CFR,1,COB1,73210.9,0,11065,62145.9,1,140,1332,62145.9,11065,0,0,1,sin-codigo      ~ langosta de juan fernandez ~ costa viva-f ~ jasus frontalis ~ vivas,3063120,Langosta viva,6,1092.4,56.889326,62145.9,1332
708,5/2/2018,2018,5,2017-2018,2017,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,KLM Cargo,515,13,Dólar,1,Firme,1,CIF,1,COB1,35858,0,5054.64,30803.36,1,70,641,30803.36,4524.74,529.9,35858,1,sin-codigo      ~ langostas de juan fernandez ~ ecolife-f ~ jasus frontalis ~ vivas,3063120,Langosta viva,6,535.2,57.554858,30803.36,641
709,5/2/2018,2018,5,2017-2018,2017,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,KLM Cargo,515,13,Dólar,1,Firme,1,CIF,1,COB1,68226,0,9757.36,58468.64,1,140,1329,58468.64,8749.06,1008.3,68226,1,sin-codigo      ~ langostas de juan fernandez ~ ecolife-f ~ jasus frontalis ~ vivas,3063120,Langosta viva,6,1018.3,57.417893,58468.64,1329
710,5/2/2018,2018,5,2017-2018,2017,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,63650.36,0,9501,54149.36,1,64,1316.9,54149.36,9501,0,0,1,sin-codigo      ~ langostas de juan fernandez ~ exp. san clemente-f~ jasus frontalis ~ vivas,3063120,Langosta viva,6,1097.42,49.342421,54149.36,1316.9
711,5/19/2018,2018,5,2017-2018,2017,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,KLM Cargo,515,13,Dólar,1,Firme,1,CIF,1,COB1,35363,0,5203.26,30159.74,1,70,666,30159.74,4680.66,522.6,35363,1,sin-codigo      ~ langostas de juan fernandez ~ ecolife-f ~ jasus frontalis ~ vivas,3063120,Langosta viva,6,527.8,57.142365,30159.74,666
712,5/19/2018,2018,5,2017-2018,2017,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,KLM Cargo,515,13,Dólar,1,Firme,1,CIF,1,COB1,35389,0,5185.66,30203.34,1,70,663,30203.34,4662.66,523,35389,1,sin-codigo      ~ langostas de juan fernandez ~ ecolife-f ~ jasus frontalis ~ vivas,3063120,Langosta viva,6,528.2,57.181636,30203.34,663
713,5/19/2018,2018,5,2017-2018,2017,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,KLM Cargo,515,13,Dólar,1,Firme,1,CIF,1,COB1,35577,0,5218.46,30358.54,1,70,668,30358.54,4692.66,525.8,35577,1,sin-codigo      ~ langostas de juan fernandez ~ ecolife-f ~ jasus frontalis ~ vivas,3063120,Langosta viva,6,531,57.172392,30358.54,668
714,5/28/2018,2018,5,2017-2018,2017,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,KLM Cargo,515,13,Dólar,1,Firme,2,CFR,1,COB1,75234.3,0,11065,64169.3,1,143,1360,64169.3,11065,0,0,1,sin-codigo      ~ langosta de juan fernandez ~ costa viva-f ~ jasus frontalis ~ vivas,3063120,Langosta viva,6,1122.9,57.14605,64169.3,1360
715,5/28/2018,2018,5,2017-2018,2017,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,KLM Cargo,515,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,69165,0,9347.24,59817.76,1,64,1431,59817.76,9347.24,0,0,1,sin-codigo      ~ langostas de juan fernandez ~ exp. san clemente-f~ jasus frontalis ~ vivas,3063120,Langosta viva,6,1192.5,50.161644,59817.76,1431
716,7/3/2018,2018,7,2017-2018,2017,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,PFS,997,13,Dólar,1,Firme,1,CIF,1,COB1,15035,0,2502.2,12532.8,1,30,282,12532.8,2280,222.2,15035,1,sin-codigo      ~ langostas de juan fernandez ~ ecolife-f ~ jasus frontalis ~ vivas,3063120,Langosta viva,6,224.4,55.850267,12532.8,282
717,7/3/2018,2018,7,2017-2018,2017,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,413,Otros Puertos de China No Especificados,336,China,China,PFS,997,13,Dólar,1,Firme,1,CIF,1,COB1,4800,0,1913.5,2886.5,1,24,214,2886.5,1842.6,70.9,4800,1,sin-codigo      ~ cangrejo dorado de juan fernandez ~ a.compte-f ~ chaceon chilensis ~ vivas,3063390,Cangrejo vivo,6,150,19.243333,2886.5,214
718,7/3/2018,2018,7,2017-2018,2017,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,PFS,997,13,Dólar,1,Firme,1,CIF,1,COB1,4425,0,1896.2,2528.8,1,24,212,2528.8,1830.8,65.4,4425,1,sin-codigo      ~ cangrejo dorado de juan fernandez ~ a.compte-f ~ chaceon chilensis ~ vivas,3063390,Cangrejo vivo,6,150,16.858667,2528.8,212
719,7/5/2018,2018,7,2017-2018,2017,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,413,Otros Puertos de China No Especificados,336,China,China,PFS,997,13,Dólar,1,Firme,1,CIF,1,COB1,3510,0,1714.4,1795.6,1,20,182,1795.6,1662.5,51.9,3510,1,sin-codigo      ~ cangrejo de juan fernandez ~ ecolife-f ~ chaceon chilensis ~ vivas,3061490,Cangrejo vivo,6,117,15.347009,1795.6,182
720,7/5/2018,2018,7,2017-2018,2017,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,PFS,997,13,Dólar,1,Firme,1,CIF,1,COB1,9600,0,3053.2,6546.8,1,48,385,6546.8,2911.3,141.9,9600,1,sin-codigo      ~ cangrejo dorado de juan fernandez ~ a.compte-f ~chaceon chilensis ~ vivas,3063390,Cangrejo vivo,6,300,21.822667,6546.8,385
721,1/2/2018,2018,1,2017-2018,2017,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,1,CIF,1,COB1,40807,0,5768,35039,1,80,750,35039,5165,603,40807,1,sin-codigo      ~ langostas de juan fernandez ~ imp. exp. ecolife-f ~ jasus fro ntalis ~ vivas,3063120,Langosta viva,6,642.7,54.518438,35039,750
722,1/2/2018,2018,1,2017-2018,2017,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,1,CIF,1,COB1,41776,0,5795.48,35980.52,1,80,752,35980.52,5178.08,617.4,41776,1,sin-codigo      ~ langostas de juan fernandez ~ imp. exp. ecolife-f ~ jasus fro ntalis ~ vivas,3063120,Langosta viva,6,642.7,55.983383,35980.52,752
723,1/8/2018,2018,1,2017-2018,2017,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,1,CIF,1,COB1,37938,0,5697.12,32240.88,1,80,738,32240.88,5136.52,560.6,37938,1,sin-codigo      ~ langostas de juan fernandez ~ imp. exp. ecolife-f ~ jasus fro ntalis ~ vivas,3063120,Langosta viva,6,611.9,52.689786,32240.88,738
724,1/10/2018,2018,1,2017-2018,2017,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,411,Shangai,336,China,China,Air France,505,13,Dólar,1,Firme,2,CFR,1,COB1,59984,0,14215,45769,1,140,1278,45769,14215,0,0,1,sin-codigo      ~ langostas de juan fernandez ~ costa viva-f ~ jasus frontalis~ vivas,3063120,Langosta viva,6,1034.2,44.255463,45769,1278
725,1/10/2018,2018,1,2017-2018,2017,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,411,Shangai,336,China,China,Air France,505,13,Dólar,1,Firme,2,CFR,1,COB1,30564,0,14215,16349,1,70,619,16349,14215,0,0,1,sin-codigo      ~ langostas de juan fernandez ~ costa viva-f ~ jasus frontalis~ vivas,3063120,Langosta viva,6,509.4,32.094621,16349,619
